ISBN-10,ISBN-13,タイトル,著者,出版社,出版日,書齢,定価,価格（新品）,在庫数（新品）,価格（非常によい）,在庫数（非常によい）,価格（良い）,在庫数（良い）,価格（キズや使用感あり）,在庫数（キズや使用感あり）,内容,ジャンル,言語,本の長さ,版型
"4306050343","9784306050341","アルヴァ・アアルト (SD選書)","武藤章 著","鹿島出版会","1969-03-05","56年","2200","","","","","","","","","","建築","jpn","240","B6"
"4777027538","9784777027538","北欧雑貨図鑑 スウェーデン100 (NEKO MOOK)","","ネコ・パブリッシング","2024-01-31","2年","1760","","","","","","","","","日常のあらゆるところに溶け込み、暮らしを快適にしてくれるデザイン。近年では SDGs先進国としてサステナブルなデザインが注目されているスウェーデン。本誌では名作を生み出したスウェーデン生まれのデザイナーから、100年以上の歴史をもつ老舗ブランド、気鋭の若手デザイナーを起用した新規参入のブランドまで、日本でも人気の高い選りすぐりの100件を編集し、資料性の高い本として届けます。さらに巻末では、国内の北欧雑貨やインテリアショップ情報をまとめて記載します。

◆コンテンツ
北欧雑貨図鑑 スウェーデン100
Chapter 1　スウェーデンを代表する往年のデザイナー
Chapter 2　スウェーデン発・注目のブランド
Chapter 3　現代活躍するスウェーデン出身デザイナー
Chapter 4　スウェーデンで活躍する日本人デザイナー

Column
・Lindberg's Versatile talents
リンドベリの多彩な才能
・みんなのためのデザインとなっていった
スウェーデンデザインの歴史と現在
・スウェーデンのインクルーシブデザイン

Interview
・Front フロント
・Bernadotte &amp; Kylberg ベルナドッテ＆キルバーグ
・Marie-Louise Hellgren マリールイス・ヘルグレン
 
Topics
・スウェーデンで最も著名なトレンドハンター　Stefan Nilsson ステファン・ニルソン

Recipe
・スウェーデンのお菓子４種
・スウェーデンのデザインスポットを巡る
・北欧インテリアShop Guide
・ご協力企業＆ショップ一覧

Special Thanks to Stig Lindberg
カバーデザインは、スティグ・リンドベリがテキスタイルのためにデザインした「HERBARIUM / ハーバリウム」。植物標本を意味する名前の通り、北欧の植物たちが標本のように集まった美しいパターンです。デザイナー、ブランドなど日本でも人気の高い選りすぐりの100件を編集し、資料性の高い本として届けます。","家事","jpn","196","A5"
"4907072465","9784907072469","なぜデンマーク人は初任給でイスを買うのか？","小澤良介 著","きずな出版","2015-11-24","10年","1430","","","216","1","150","1","","","世界幸福度ランキング1位のデンマークではなぜ初任給でイスを買うのか？世界一幸せな国の人々は洋服よりも家具を選ぶ。","日本文学・評論・随筆・その他","jpn","157","B6"
"4582634648","9784582634648","フィン・ユールの世界 (コロナ・ブックス)","織田憲嗣 著","平凡社","2012-02","14年","2200","","","","","","","","","「世界で最も美しい肘掛けを持つ椅子」を生んだデンマーク・デザインの至宝。椅子、家具類から、日用品、インテリアデザインに至るまで余すところなく作品を網羅。すべての家具マニアにおくる待望の決定版。","写真・工芸","jpn","167","B5"
"4761532327","9784761532321","北欧の建築","小泉隆 著","学芸出版社（京都）","2017-05-01","8年","3520","","","","","","","","","北欧を代表する建築家の作品から、日本では知られていない建築家の名作、話題の現代建築まで85事例を収録。光、色、構造、素材、窓、階段、暖炉、緑や水といった多彩なデザイン・エレメントを切り口に、シンプルで美しく機能的なディテールを多数のカラー写真と図面で紹介。建築家紹介、所在地リスト、ブックガイド付き。小泉　隆;0502;01;北欧を代表する建築家の作品から、知られざる名作、話題の現代建築まで、シンプルで美しく機能的な85のディテールをカラーで紹介;20170402北欧を代表する建築家の作品から、知られざる名作、話題の現代建築まで、シンプルで美しく機能的な85のディテールをカラーで紹介Introduction：北欧の建築について

■Light and Color

　ストックホルム市庁舎―青の間のハイサイドライト
　ストックホルム市立図書館―開架閲覧室のロトンダ
　オーフス市庁舎―多目的ホールのスカイライト
　アルヴァ・アールトのクリスタル・スカイライト
　アルヴァ・アールトのリフレクター
　……

■Structure and Material

　ヴィープリの図書館―講義室の天井
　ハウスヴェア教会―礼拝堂の白い天井
　聖マルコ教会―煉瓦のヴォールト天井
　ガンメル・ヘレルプ高等学校体育館―曲面天井と外部床
　シベリウス博物館―展示室の構造体
　……

■Window

　パイミオのサナトリウム―病室の窓まわり
　アスプルンドの夏の家―居間の窓
　聖ペトリ教会―クリップ止めの窓
　ナクスタ教会―窓につけられたフィン
　ヴィープリの図書館―講義室の弓形サッシ
　……

■Moving

　マイレア邸―居間の階段
　SAS ロイヤルホテル―ロビーの螺旋階段
　オーフス市庁舎―アトリウムの螺旋階段
　ロドオウア市庁舎―エントランスホールの階段
　イェーテボリ裁判所増築―メインホールの階段
　……

■Touching and Warming

　アルヴァ・アールトの取っ手
　グンナール・アスプルンドの取っ手
　マイレア邸―自由曲線で削られた暖炉
　アスプルンドの夏の家―階段上の丸みのある暖炉
　ムーラッツアロの実験住宅のスモークサウナ―浴室

■Green and Water

　オーフス大学―メインホールの蔦が覆う壁面
　VMマウンテン―テラスのプラントボックス
　モースゴー先史博物館―芝生の大斜面屋根
　アルヴァ・アールトの緑
　デンマーク国立銀行―緑
　……

Nordic Architects／Examples and Map／Reference／Postscript","建築","jpn","239","A5"
"4767828511","9784767828510","10の住まいの物語","八島正年 著,八島夕子 著","エクスナレッジ","2021-01-22","5年","1980","","","","","1050","1","","","家は、時を重ねて「住まい」になる。
郊外、都市型、終の住処、二拠点居住……
それぞれのカタチに合った、自由な暮らし。
人気建築家が手がけた、 美しくもおおらかな、10の住まいの物語。

住まいには、その人の生き方や価値観がそのまま見えてきます。
この本では、八島建築設計事務所が手がけた
ライフスタイルの異なる10の住まいを訪ね、
豊かな文章と写真でそれぞれの家族の暮らしぶりを紹介します。
暮らしを営む「器」となる「家」を設計した建築家が込めた想いや意図も
手描きの俯瞰図やイラストで分かりやすく解説。
併せて読むことで、より深く住まいの魅力を感じることができます。

家づくりを考えている方はもちろん、家やインテリアが好きな方、
日々の生活をもっと豊かに過ごしたい方へのヒントが詰まった1冊です。

■目次■
森の中の図書館(おおたかの森の家)
住まいは人生の器(神木本町の家)
庭を取り込むリビング(武蔵野の家)
どこに座ってもいい感じ(深沢の家)
伸びやかな終の住処(辻堂の家)
三世代がつながる暮らし(続・辻堂の家)
猫と楽しむもうひとつのリビング(吉祥寺南町の家)
住み継ぐ暮らし(梶原の家)
行き来する暮らしかた(葉山一色の家+野尻湖の小さな家)
丘の上の白い方舟(山手町の家)
コラム","家事","jpn","219","A5"
"4798179086","9784798179087","暮らしの図鑑 フィンランド時間","吉田Obergみのり 著","翔泳社","2024-02-13","2年","1980","","","1491","1","","","","","&lt;p&gt;静かで温かなフィンランドの暮らしと魅力が詰まった1冊&lt;/p&gt;&lt;p&gt;2023年に「世界幸福度ランキング」で6年連続1位に輝いたフィンランド。ムーミンやアラビアの食器など、洗練された北欧デザインの数々。森と湖に囲まれた、おしゃれな暮らしというイメージがあります。&lt;/p&gt;&lt;p&gt;この本では、フィンランドに移住し暮らす著者が、外側から感じる憧れだけではない、フィンランドの実際の生活を「時間」を軸にして紹介します。一年と一日、そして一生。季節と自然に寄り添い、一人ひとりを尊重した、優しく穏やかな日々。でも言うべきことは社会に提言する。そんな暮らしが見えてきます。知っておきたい、フィンランドの社会にまつわる基礎知識や、私たちの暮らしで真似したい、取り入れたいことも掲載しています。&lt;/p&gt;&lt;p&gt;〈季節のフィンランド暮らしの一例〉
春／おいしい野草を見つける、カラフルな装飾と料理で祝うイースター、花粉症といえば白樺
夏／クリスマスと同じくらい大切な夏至祭、ザリガニパーティ、夏休みはサマーコテージで、開放感満載の夏の蚤の市
秋／リンゴンベリー、きのこは秋の味覚の代表格、街がデザイン一色に染まるヘルシンキ・デザイン・ウィーク
冬／「懺悔の火曜日」、アイスフィッシングは冬の人気アクティビティ、独立記念日の夜　　　　などなど&lt;/p&gt;&lt;p&gt;〈一日の時間の一例〉
朝／季節ごとに変わる朝の過ごし方、朝食はコーヒーと共に、家事時間を短縮するための工夫
昼／誘い文句は「コーヒーに行こう」、おふくろの味といえば焼き菓子、落ち込んだり悩んだりしたら森へ
夜／集まるときは「誰かの家」でホームパーティー、サウナ文化はユネスコにも登録　　　　などなど&lt;/p&gt;&lt;p&gt;フィンランドが好きな方はもちろん、
心地よい暮らし方を探している方にもおすすめの1冊です。&lt;/p&gt;&lt;p&gt;〈著者紹介〉
吉田 Öberg みのり（よしだ・おーばり・みのり）
2014年よりフィンランドのヘルシンキ在住。Sake Bar &amp; Izakaya 経営。執筆活動も行う。趣味は森歩き、きのこ、野草、カミーノ巡礼、キャンプ、音楽、映画、詩、発酵。&lt;/p&gt;フィンランド在住の吉田みのりさんが紹介する、北欧の日々。心地よい1年、1日の暮らしの時間を綴ります。","家事","jpn","216","A5変"
"4768306403","9784768306406","カウニステのデザイン (玄光社mook)","","玄光社","2015-07-23","10年","1760","","","","","","","","","北欧フィンランド生まれの人気テキスタイルブランド、カウニステを特集したムック。全コレクションを紹介するとともに、ブランドとしての姿勢や哲学、そして若手デザイナーたちの素顔とクリエイティビティに迫る。","写真・工芸","jpn","127","A5"
"4779651174","9784779651175","ONKUL vol．21 (ニューズムック)","","三栄","2024-10-21","1年3ヶ月","990","","","","","454","3","","","特集「ミッドセンチュリーに憧れる。」ミッドセンチュリーってなんだろう。知っているようで知らない、憧れのミッドセンチュリー期の美しいプロダクトを『ONKUL』なりに解釈して、深堀りする巻頭特集。ミッドセンチュリーデザインの日用品とは？アメリカ、北欧、ヨーロッパ、日本生まれのレトロ＆シンプルモダンな名作・名品を特集します。さらに、ミッドセンチュリーとファッションの関係とは？表紙＆巻頭ビジュアル＝安藤サクラ、大特集に連動して古都をロケーションに等身大の街歩きビジュアルでお届けします！・ミッドセンチュリーと日用品・椅子とパンツのいい関係・ニッポンのミッドセンチュリー・インドア ワークスタイル・ミッドセンチュリーと北欧デザイン・映画で学ぶミッドセンチュリー　『冬は重ねてI'M A LAYERING MASTER 』ベストにジレにカーディガン...はたまた足元も。この秋冬はレイヤード映えする強者が多数。素材を重ねて、色を重ねて、重ねれば重ねるほど冬のおしゃれが楽しくなる。　『オンクルな10人』10周年を迎えた『ONKUL』の特別企画。ベーシックをこよなく愛する「オンクルな人」。著名人～街角の洒落たおじさんまで老若男女、真面目にハンサムで素敵な人たちの好評スナップ企画の秋冬版。and more.. ※企画内容は変更になる可能性がございます。","諸芸･娯楽","","135","A4変"
"4845920085","9784845920082","北欧式インテリア・スタイリングの法則","フリーダ・ラムステッド 著,久山葉子 訳,机宏典 訳","フィルムアート社","2020-12-08","5年","2640","","","","","","","","","","建築","jpn","239","B5"
"4766130545","9784766130546","カイ・フランクへの旅","小西亜希子 著,永禮賢 写真","グラフィック社","2017-12-25","8年","3960","","","2398","1","","","","","今日に続くフィンランド・デザインの礎を作り、1950～60年代の黄金期を支えたプロダクトデザイナー、カイ・フランク。
彼がデザインしたシンプルで機能的、丈夫で手頃な価格のテーブルウェアは、イッタラの「ティーマ」や「カルティオ」として、発表から60年以上を経たいまなお世界中で愛されている。
そんなレジェンドの知られざる仕事や人生、素顔を、丁寧な取材と貴重な写真の数々によりひもといてゆくデザイン紀行。","芸術総記","jpn","224","B5変"
"4766138368","9784766138368","建築・住宅デザインの現場","著:高野 保光,著:芦沢 啓治,著:新関 謙一郎,著:手嶋 保,著:藤本 寿徳,著:熊澤 安子,著:杉下均＋出口佳子,著:中山 大介","グラフィック社","2024-07-08","1年7ヶ月","3520","","","","","","","","","上質な住まいや居心地はいかにして生み出されているのか。
その創造の現場に迫る。
住宅設計の名手たちが集結。
新作から幻の未発表作まで。珠玉の設計集。上質な住まいや居心地はいかにして生み出されるか。","建築","jpn","224","B5"
"4767823730","9784767823737","上質に暮らすおもてなし住宅のつくり方","関本竜太 著","エクスナレッジ","2017-09-27","8年","2420","","","","","","","","","&quot;北欧で“自然体に生きる”生活哲学を学んだ人気建築家が贈る、毎日が喜びにあふれる家のつくり方。
設計者の配慮と経験の集結ともいえる「おもてなし住宅」は、住まいの暮らしを豊かに彩り、訪れる人々をあたたかく迎え入れてくれるのだ。住まい⼿に寄り添った住宅設計を数多く⼿がけ建築知識でのディテール連載も好評だったリオタデザイン・関本氏の考える「おもてなし住宅」のつくり方を紹介します。&quot;","建築","","160","A4"
"4766127455","9784766127454","ふだん着のフィンランド","モニカ・ル－ッコネン 文,カタリ－ナ・ヤルビネン 写真,関口リンダ 〔訳・コ－ディネ－ト","グラフィック社","2015-01-25","11年","1815","","","","","","","","","インテリア、テキスタイル、フード、いつも自然とともにある暮らし…。“ふつう”がすてきな暮らしのコツ。森と湖、デザインの国のリアルライフがまるごとわかる１冊。切り取れるポストカード付き。","諸芸･娯楽","jpn","141","A5"
"4418091017","9784418091010","北欧インテリア (別冊家庭画報 Home ideas)","","世界文化社","2009-02","17年","2515","","","","","","","","","美しいデンマークの名作住宅を大判の圧倒的なビジュアルで紹介しながら、その魅力と真髄に迫る。北欧名作家具傑作選、北欧家具の人気ショップ３０軒なども紹介。デザインに関心のある全ての人必読の愛蔵版的１冊。","家事","jpn","129","A4変"
"4416621299","9784416621295","「北欧デザイン」の考え方","渡部千春 著","誠文堂新光社","2022-10-12","3年","2970","","","","","","","1664","1","家具、建築、テキスタイル、工芸、グラフィック……「北欧デザイン」の全体像が理解できる決定版

シンプルで洗練されたデザイン家具や日用品が日本でも長年愛されている北欧デザイン。近年では、環境や社会福祉に配慮した素材選びや生産体制など、北欧のものづくりの思想や価値観そのものが、「北欧デザイン」という現代的なデザイン・ライフスタイルとして広く浸透しつつあります。

一方で、アアルト、ヤコブセン、マリメッコ、アラビアなど、個別のブランドやプロダクトに関する解説本などを目にするものの、デザイナー同士のつながりや、家具、建築、テキスタイル、工芸、グラフィックといった北欧デザインの諸ジャンルを総合的に解説する日本語の書籍はありませんでした。

本書では、そんな北欧デザインの全体像を解説するため、横断的な章立てによりトピックを厳選。わたしたちがよく知る北欧デザインの誕生背景をイラスト付きのポイント解説や豊富な写真とテキストにより読み解いていきます。

■目次
北欧デザインを紐解く前に……
北欧各国のデータ

１章　北欧デザインの目覚め
北欧におけるデザイン意識の萌芽
女性の仕事から始まったテキスタイルデザイン
陶磁器とガラス分野のモダニズム開花

２章　黄金期を迎える北欧
アメリカにおける北欧デザイン
デザイン・イン・スカンジナビア展
職人たちの手による家具
アルネ・ヤコブセンが目指した有機的なフォルム
アルヴァ＆アイノ・アアルトが生み出した息の長いプロダクト
フィンランドデザインの良心 カイ・フランクの思想
ローカルとグローバルを繋ぐ北欧のグラフィック
マリメッコがもたらした革新性とデザイン
北欧の人々が愛する照明の数々
ファンシーではない北欧の玩具デザイン
日本の民芸運動と北欧デザインの繋がり

３章　新しい北欧デザインへ
大量生産品にも現れる北欧らしいデザインとは
テクノロジーとともに進化したプラスチックの可能性
北欧のエルゴノミクスデザイン
2000年以降のライフスタイルデザイン
アウトドアアクティビティの宝庫 北欧で発展したデザイン
北欧らしさを追究したデザイン

【コラム】
1930年ストックホルム博
グスタフスベリ・スタジオとリサ・ラーソン
ビルゲル・カイピアイネンとルート・ブリュック
H55について
オーナメントの普及と北欧デザインの幸福度
スウェーデンガラスとエリック・ホグラン
北欧のデザイン教育

【データ編】
年表
索引
フォトクレジット
おわりに
主要参考文献一覧

****************************イラスト付きのポイント解説で重要なトピックをわかりやすく紹介。世界に愛される「北欧デザイン」の今までとこれからを学べる一冊。北欧デザインを紐解く前に……
北欧各国のデータ

１章　北欧デザインの目覚め
北欧におけるデザイン意識の萌芽
女性の仕事から始まったテキスタイルデザイン
陶磁器とガラス分野のモダニズム開花

２章　黄金期を迎える北欧
アメリカにおける北欧デザイン
デザイン・イン・スカンジナビア展
職人たちの手による家具
アルネ・ヤコブセンが目指した有機的なフォルム
アルヴァ＆アイノ・アアルトが生み出した息の長いプロダクト
フィンランドデザインの良心 カイ・フランクの思想
ローカルとグローバルを繋ぐ北欧のグラフィック
マリメッコがもたらした革新性とデザイン
北欧の人々が愛する照明の数々
ファンシーではない北欧の玩具デザイン
日本の民芸運動と北欧デザインの繋がり

３章　新しい北欧デザインへ
大量生産品にも現れる北欧らしいデザインとは
テクノロジーとともに進化したプラスチックの可能性
北欧のエルゴノミクスデザイン
2000年以降のライフスタイルデザイン
アウトドアアクティビティの宝庫 北欧で発展したデザイン
北欧らしさを追究したデザイン

【コラム】
1930年ストックホルム博
グスタフスベリ・スタジオとリサ・ラーソン
ビルゲル・カイピアイネンとルート・ブリュック
H55について
オーナメントの普及と北欧デザインの幸福度
スウェーデンガラスとエリック・ホグラン
北欧のデザイン教育

【データ編】
年表
索引
フォトクレジット
おわりに
主要参考文献一覧","写真・工芸","jpn","224","A5"
"4418234128","9784418234127","フィンランドのライフスタイル","キュレイターズ 編","世界文化社","2023-04-18","2年","2970","","","","","","","","","世界一幸せな国フィンランドからの素敵なモノ・コト

・時代を超えるマスターピース、大集合！
・デザイナーごとに記事構成、わかりやすい
・SCOPE平井千里馬、週末北欧部chikaなどコラム充実

フィンランド好き、北欧好き、デザインに興味がある方などにおすすめの一冊です。
アルヴァ・アアルトやカイ・フランクといった
巨匠たちのマスターピースを心ゆくまでご覧いただけます。
今年90周年を迎える「スツール 60」は極初期のものから近年まで、
眼福の名作たちを５見開きにわたって楽しめます。
また、デザイナーごとに記事構成しているので、初心者の方にもわかりやすいのが特徴です。
デザイナーそれぞれのプロフィールを読めば、
“デザインが生まれた背景”フィンランドのライフスタイルを知ることができます。世界一幸せな国フィンランドからの素敵なモノ・コト","家事","aar","208","B5"
"4167900637","9784167900632","ミナを着て旅に出よう (文春文庫)","皆川明 著","文藝春秋","2014-03-10","11年","836","","","361","6","","","","","ミナ ペルホネン誕生の奇跡がここに

生地からオリジナルで作り上げる唯一無二の服作り。駅伝のチームワークにも似た独自の仕事スタイルとは? 初の著書がついに文庫化。オリジナルの生地から作り上げる唯一無二の服作り。ミナの服にはどこか懐かしい心象風景が宿る。クリエイションの源を語った名著。","日本文学・評論・随筆・その他","jpn","192","A6/文庫"
"4838750544","9784838750542","ミナペルホネンと皆川明 (マガジンハウスムック)","","マガジンハウス","2015-10-07","10年","1518","","","","","","","","","ミナペルホネンは美しい存在感と生地から服を作るというアプローチでファッション界に衝撃をもたらした。デビューから２０年。ミナペルホネンはどこからきてどこへいくのか。その仕事やインタビューからひもとく。","諸芸･娯楽","jpn","171","A4変"
"4579209508","9784579209507","ミナペルホネンの織り (mina¨ perhonen)","ミナペルホネン 著","文化出版局","2005-08","20年","2200","","","2005","1","","","1437","2","２００５年にブランド設立１０周年を迎えたミナペルホネンの布にスポットを当てた本。ジャカード織りから平織り、綾織りと、個の存在と生命力を感じさせる、デザインが素材や技法に染み込んでいる布を紹介。","家事","jpn","","A5"
"4579209524","9784579209521","ミナペルホネンのプリント (mina¨ perhonen)","ミナペルホネン 著","文化出版局","2005-08","20年","2200","","","","","","","","","絵を描き、それを布に写し取る。その時にしか生まれないタッチや色を大切にし、その緊張感や高揚感すら表現する…。ファッションブランド「ミナペルホネン」のオリジナルプリント柄１００種を紹介。","家事","jpn","","A5"
"4861007461","9784861007460","ミナペルホネン？","ミナペルホネン 著","ビー・エヌ・エヌ新社","2011-04","14年","2860","","","","","1635","2","","","ファッションブランド「ミナペルホネン」の１５年の歩みを言葉と写真で織りなす書。ミナペルホネンが積み重ねてきたこでまでの時間、思想、取り組みをビジュアルと言葉で束ね表現されている。","芸術総記","jpn","207","B5"
"4861008964","9784861008962","レター 01．","ミナペルホネン 著","ビー・エヌ・エヌ新社","2013-09","12年","1320","","","","","","","380","1","ミナペルホネンから創造的に日々の暮らしを送る人たちへ届けられた、日記のような言葉と写真の手紙。第１集は２０１１年８月２日～１２年７月２６日分。飾ったりできるよう、１枚ずつめくりとれる特殊な製本を採用。","日本文学・評論・随筆・その他","jpn","","A5"
"4861527643","9784861527647","ミナペルホネン／皆川明 つづく","ミナ ペルホネン 著,皆川明 著","青幻舎","2020-01","6年","4070","4070","1","","","","","1784","1","「特別な日常服」をコンセプトに皆川明が設立した「ミナペルホネン」の25年が1冊に！「つづく」をキーワードに作品や資料を収録。","芸術総記","","261","B5変"
"4416524064","9784416524060","シェーカー家具大全","宇納正幸 著,白木克洋 著,西川栄明 著","誠文堂新光社","2024-09-06","1年5ヶ月","6600","6600","8","","","","","","","シンプルな構造で機能性に優れた、18世紀末に生まれたシェーカー家具。無駄を削ぎ落としたフォルムは、現在も人気がありファンが多い。近代家具デザインにも影響を及ぼしている。

本書は、シェーカー家具の生まれた背景や歴史、デザイン、構造、製作方法などについて、数多くの写真や図面と共に詳しく紹介。共著者は、シェーカー家具の製作者・研究者。以下にポイントを記載。

・シェーカー家具を作ったシェーカー教徒たちが、どのようなものづくりを行っていたかなどの歴史を年代ごとに解説。
・作り手の立場から、椅子やオーバルボックスなどの製作物について解説。
・100年以上前に作られたロッキングアームチェアを分解し、椅子の構造やシェーカー教徒が施した工夫などを探った。
・椅子、スタンド、オーバルボックスなどの製作工程を詳しく紹介。
→ エンフィールドチェア、ロッキングチェア、オーバルボックス、オーバルキャリア、キャンドルスタンド、タオルラック、ハンガーなど。
・椅子など6点の図面を掲載。
・シェーカー家具の源流、北欧のデザイナーなどへの影響などについて、椅子やテーブルの写真とともに、どのような流れで影響していったかを解説。
・アメリカのシェーカーコミュニティー跡やミュージアムで撮影した写真を、ふんだんに掲載。

■目次
シェーカー家具とは何か
地図：シェーカーコミュニティー所在地

CHAPTER 1　シェーカーのものづくりと理念
プロローグ　シェーカーの誕生から衰退までの簡略史
(1) シェーカーのものづくりの変遷
(2) シェーカーのものづくりを支える理念
(3) シェーカーコミュニティーとものづくりの現場
(4) シェーカーコミュニティーと家具

CHAPTER 2　作り手から見た、シェーカー家具の特徴
(1)椅子
(2)ダイニングテーブル
(3)スタンド
(4)オーバルボックスとキャリア
(5)箱物類、デスク
(6)道具と治具

CHAPTER 3　シェーカーチェアを解体する
ロッキングアームチェアNo.7（マウントレバノン製）を解体する
図面
ロッキングアームチェアNo.7（マウントレバノン製）を解体して分かったこと、再確認できたこと

CHAPTER 4　シェーカーチェアやオーバルボックスなどの作り方（製作工程）　
(1)エンフィールド・サイドチェア 1840の制作工程
(2) エンフィールド・ロッカーの製作工程
(3) オーバルキャリアLの製作工程
(4) オーバルボックスNo.3の製作工程
(5) キャンドルスタンドの製作工程
(6) タオルラックの製作工程
(7) ハンガーの製作工程

シェーカー関連年表
*************簡素で機能性に優れたシェーカー家具。デザイン、構造、製作方法、生まれた背景や歴史などについて、数多くの写真や図面と共に紹介。シェーカー家具とは何か
地図：シェーカーコミュニティー所在地

CHAPTER 1　シェーカーのものづくりと理念
プロローグ　シェーカーの誕生から衰退までの簡略史
(1) シェーカーのものづくりの変遷
・ものづくりの始まり　1774～1784年
・集団的ものづくりと同質化　1785～1799年
・高品質で多品目なものづくりと進歩主義　1800～1820年
・需要の拡大、ものづくりの反映と洗練　1821～1836年
・個人的表現の発生　1837～1856年
・椅子事業への取り組み　1857～1874年
・メンテナンスと職人的ものづくり　1875～1899年
・衰退期のものづくりと文化の継承　1900年～現在
(2) シェーカーのものづくりを支える理念
・シンプリシティー（簡素、単純性）　－理想の反映－
・有用性と機能主義　－現実的な効用－
・調和　－法と秩序－
(3) シェーカーコミュニティーとものづくりの現場
・シェーカーコミュニティーとは
・コミュニティーの組織制度
・コミュニティーでの暮らしと建物
(4) シェーカーコミュニティーと家具
1)ニューヨーク州：マウントレバノン、ウォーターブリット
2) マサチューセッツ州：ハンコック、ハーバード
3) ニューハンプシャー州：カンタベリー、エンフィールド
4) メイン州：アルフレッド、サバスデイレイク
5) ケンタッキー州：プレザントヒル、サウスユニオン
6) オハイオ州：ユニオンビレッジ、ノースユニオン

CHAPTER 2　作り手から見た、シェーカー家具の特徴
(1)椅子
(2)ダイニングテーブル
(3)スタンド
(4)オーバルボックスとキャリア
(5)箱物類、デスク
(6)道具と治具
コラム　シェーカーチェアの源流／シェーカー家具が北欧のデザイナーなどに影響を与えた

CHAPTER 3　シェーカーチェアを解体する
ロッキングアームチェアNo.7（マウントレバノン製）を解体する
図面
ロッキングアームチェアNo.7（マウントレバノン製）を解体して分かったこと、再確認できたこと

CHAPTER 4　シェーカーチェアやオーバルボックスなどの作り方（製作工程）　
(1)エンフィールド・サイドチェア 1840の制作工程
(2) エンフィールド・ロッカーの製作工程
(3) オーバルキャリアLの製作工程
(4) オーバルボックスNo.3の製作工程
(5) キャンドルスタンドの製作工程
(6) タオルラックの製作工程
(7) ハンガーの製作工程

コラム　UNOH Shaker styleのサイドチェア
シェーカー関連年表","写真・工芸","jpn","248","B5"
"4860212398","9784860212391","北欧のカップ＆ソーサー (Yu mook)","","雄出版","2006-04","19年","1362","","","","","","","448","4","北欧の国で生まれたテーブルウェアのモチーフは、花や草木の緑などの自然にあふれ、四季に恵まれた日本の暮らしにさりげなく調和する。デザイナーの創意と情熱あふれる、北欧のカップ＆ソーサーの魅力を紹介する。","諸芸･娯楽","jpn","128","A5"
"4777024660","9784777024667","北欧ファブリック図鑑 (NEKO MOOK)","","ネコ・パブリッシング","2020-03-31","5年","1540","","","","","","","","","北欧ならではの大胆で独創的なデザインが目を引く人気のファブリックパターンから、
そのパターンを落とし込んだ日常のアイテム、ブランド紹介まで。
インテリアに今すぐ取り入れられる身近な北欧デザインを集めました。インテリアに今すぐ取り入れられる身近な北欧デザインを集めました。北欧ならではの大胆で独創的なデザインが目を引く人気のファブリックパターンから、
そのパターンを落とし込んだ日常のアイテム、ブランド紹介まで。
インテリアに今すぐ取り入れられる身近な北欧デザインを集めました。

カバーデザインは、今年創立200周年を迎えるフィンランド最古のテキスタイルブランド、
フィンレイソンの「ANNUKKA　アンヌッカ」。ミルヤ・ティッサリによる1976年のデザインで、
200周年を記念し復刻した70年代の雰囲気を感じさせるダイナミックな花柄。
カバーはひっくり返すと色違いのバージョンになる仕様です。

  【主なコンテンツ】
北欧ファブリック図鑑
美しいパターンが身近にある
北欧の豊かな暮らし
1 章　愛され続ける北欧を代表するパターン
2 章　今をときめく人気デザイナーのパターン
3 章　もっと知りたい、北欧の素敵なブランド
4 章　日本から発信、北欧デザインのブランド

Finlayson
創立200周年を迎えるフィンレイソン
生活に密着した愛され続けるデザイン
真似したい、布で楽しむ北欧のインテリア

― Recipe
北欧ビンテージのファブリックと器でおいしい時間

― Essay
素朴でかわいい！
北欧ビンテージファブリックに魅せられた暮らし

― Column
Svenskt Tenn
Laina Koskela
Leena Kisonen
Annajaliisa

Shop Guide

","家事","","194","A5"
